sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
HTTP Request,6476,93,60,195,2,1689,0.0,821.6188784572444,382.7267627188531,116.16285730783787
TOTAL,6476,93,60,195,2,1689,0.0,821.6188784572444,382.7267627188531,116.16285730783787
