sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_90%_line,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
HTTP Request,15479,70,2,1407,143,61.7581409696463,0.46941016861554363,608.4273416925436,820.0404244133485,1380.150655727114
TOTAL,15479,70,2,1407,143,61.7581409696463,0.46941016861554363,608.4273416925436,820.0404244133485,1380.150655727114
