sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_90%_line,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
HTTP Request,17558,83,2,3087,150,61.57480285231598,0.6701788358582982,590.8800269224298,1207.7250152490326,2092.99749401982
TOTAL,17558,83,2,3087,150,61.57480285231598,0.6701788358582982,590.8800269224298,1207.7250152490326,2092.99749401982
