sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_90%_line,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
HTTP Request,6170,26,2,3195,57,62.16610964617077,0.05672609400324149,617.2468987595038,177.51729598089236,294.4975688816856
TOTAL,6170,26,2,3195,57,62.16610964617077,0.05672609400324149,617.2468987595038,177.51729598089236,294.4975688816856
