sampler_label,aggregate_report_count,average,aggregate_report_min,aggregate_report_max,aggregate_report_90%_line,aggregate_report_stddev,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,average_bytes
HTTP Request,14176,42,1,3174,72,85.78590488758935,0.010228555304740407,1810.0102145045964,577.610658795646,326.7789926636569
TOTAL,14176,42,1,3174,72,85.78590488758935,0.010228555304740407,1810.0102145045964,577.610658795646,326.7789926636569
